iq,prev_sem_result,cgpa,academic_performance,internship_experience,extra_curricular_score,communication_skills,projects_completed,cgpa_bucket,has_internship,academic_score,skill_score
91,9.88,10.38,3,No,5,8,2,,0,5.752000000000001,15
85,8.21,8.29,3,No,3,8,4,high,0,5.0840000000000005,15
97,7.31,6.87,10,No,7,8,2,medium,0,8.924,17
86,6.53,6.81,7,Yes,8,7,5,medium,1,6.812,20
93,6.11,5.68,1,No,1,7,3,low,0,3.0440000000000005,11
105,6.06,6.1,1,No,0,6,4,medium,0,3.024,10
105,7.05,6.83,1,No,0,7,4,medium,0,3.4200000000000004,11
86,9.96,10.38,6,No,6,9,5,,0,7.584,20
92,5.0,4.95,4,Yes,1,5,5,low,1,4.4,11
116,5.99,6.39,6,No,2,9,5,medium,0,5.996,16
107,5.94,5.74,1,No,3,9,1,low,0,2.9760000000000004,13
131,8.59,8.48,4,No,8,4,1,high,0,5.836,13
117,6.76,7.21,4,Yes,9,9,5,medium,1,5.104,23
117,7.29,6.99,2,No,1,8,5,medium,0,4.1160000000000005,14
79,5.74,5.82,1,No,9,5,5,low,0,2.8960000000000004,19
111,7.02,6.91,8,No,1,10,2,medium,0,7.608,13
99,5.52,5.79,6,Yes,0,3,1,low,1,5.808,4
91,7.67,7.3,4,No,7,9,2,medium,0,5.468,18
102,5.49,5.43,2,No,7,3,4,low,0,3.396,14
114,8.95,9.15,5,No,4,3,4,high,0,6.58,11
107,7.83,7.74,9,Yes,2,3,5,high,1,8.532,10
86,8.62,8.18,7,Yes,0,1,3,high,1,7.648,4
111,7.09,7.3,4,No,1,6,3,medium,0,5.236000000000001,10
90,6.91,6.91,5,Yes,8,3,1,medium,1,5.764,12
103,5.49,5.0,8,No,7,10,5,low,0,6.996,22
95,7.62,7.73,5,Yes,9,3,5,high,1,6.048,17
96,7.57,7.99,6,No,10,9,4,high,0,6.628,23
111,7.34,6.95,10,No,3,7,2,medium,0,8.936,12
84,8.7,8.79,6,Yes,2,8,1,high,1,7.08,11
129,9.16,9.39,8,Yes,4,1,3,high,1,8.464,8
72,8.75,8.32,5,No,7,8,0,high,0,6.5,15
91,5.72,5.24,1,No,9,8,2,low,0,2.888,19
105,8.11,8.07,4,Yes,5,8,5,high,1,5.644,18
108,5.4,5.69,3,No,9,6,0,low,0,3.96,15
98,8.47,8.13,2,No,10,10,1,high,0,4.588,21
99,6.91,7.25,7,Yes,3,5,1,medium,1,6.964,9
106,5.66,5.82,7,Yes,7,4,0,low,1,6.464,11
96,9.31,9.14,8,No,3,9,1,high,0,8.524000000000001,13
120,8.07,8.09,10,No,4,7,1,high,0,9.228,12
112,6.77,7.24,5,Yes,1,1,4,medium,1,5.708,6
113,5.15,4.87,1,No,9,1,5,low,0,2.66,15
85,7.69,7.69,6,Yes,3,1,2,high,1,6.676,6
98,9.62,9.74,6,No,9,4,3,high,0,7.4479999999999995,16
95,7.98,7.62,8,No,9,9,5,high,0,7.992,23
84,9.86,9.4,10,No,2,3,4,high,0,9.943999999999999,9
105,5.68,5.19,2,No,7,10,1,low,0,3.4719999999999995,18
91,7.84,7.66,9,No,7,1,3,high,0,8.536,11
109,8.99,8.56,6,No,6,1,1,high,0,7.196,8
83,7.63,7.93,1,Yes,5,3,5,high,1,3.652,13
125,5.46,5.96,9,No,8,7,2,low,0,7.584,17
86,7.91,7.47,8,Yes,3,8,1,medium,1,7.964,12
103,8.06,7.99,10,No,3,4,0,high,0,9.224,7
111,8.64,8.17,1,No,5,2,0,high,0,4.056,7
91,8.81,8.44,8,No,0,7,0,high,0,8.324,7
112,8.85,8.67,7,Yes,1,9,0,high,1,7.74,10
81,8.32,8.21,5,Yes,1,10,3,high,1,6.328,14
121,6.08,6.52,6,No,9,6,5,medium,0,6.032,20
100,7.02,6.92,4,Yes,3,2,0,medium,1,5.208,5
91,8.88,8.88,9,Yes,4,9,1,high,1,8.952,14
95,9.77,9.52,9,No,1,7,4,high,0,9.308,12
112,5.39,4.89,10,Yes,7,9,1,low,1,8.156,17
91,7.68,8.08,1,Yes,4,2,1,high,1,3.672,7
88,6.56,6.14,9,No,7,10,1,medium,0,8.024,18
96,6.13,6.59,3,Yes,8,4,1,medium,1,4.252,13
82,7.53,7.16,2,No,10,6,4,medium,0,4.212000000000001,20
127,8.03,8.13,4,No,8,10,0,high,0,5.612,18
91,5.05,5.55,4,No,3,7,2,low,0,4.42,12
112,8.9,8.54,9,No,9,3,3,high,0,8.96,15
103,9.1,9.02,4,No,1,10,4,high,0,6.04,15
85,9.83,10.11,5,Yes,10,5,4,,1,6.932,19
99,5.9,5.43,6,Yes,1,4,4,low,1,5.96,9
111,7.97,8.16,4,No,4,5,3,high,0,5.588,12
97,7.13,6.71,1,No,9,6,1,medium,0,3.4520000000000004,16
117,6.67,6.41,2,No,3,6,5,medium,0,3.8680000000000003,14
115,7.83,7.49,3,No,5,7,3,medium,0,4.932,15
113,8.91,9.32,4,No,8,6,4,high,0,5.964,18
93,5.12,4.8,5,No,6,6,1,low,0,5.048,13
83,9.85,9.39,10,No,10,4,4,high,0,9.94,18
90,9.05,9.14,10,No,3,2,2,high,0,9.620000000000001,7
102,8.76,8.61,3,No,6,10,0,high,0,5.304,16
108,8.8,8.71,1,No,1,7,0,high,0,4.12,8
67,6.95,6.57,8,No,4,7,4,medium,0,7.58,15
99,8.76,9.01,8,No,10,3,1,high,0,8.304,14
102,6.93,7.03,4,No,8,5,2,medium,0,5.172000000000001,15
95,9.49,9.35,7,No,10,6,2,high,0,7.996,18
119,5.89,5.56,4,No,8,10,5,low,0,4.756,23
106,6.46,6.55,3,No,3,9,1,medium,0,4.384,13
119,7.76,8.04,7,No,7,3,1,high,0,7.304,11
96,6.6,6.41,6,Yes,4,3,2,medium,1,6.24,9
114,7.12,6.65,1,No,2,5,0,medium,0,3.4480000000000004,7
124,7.46,7.17,9,Yes,5,2,0,medium,1,8.384,7
119,9.28,9.46,2,No,3,3,2,high,0,4.912,8
83,7.62,8.11,3,No,2,6,3,high,0,4.848,11
96,6.81,6.32,5,No,3,3,2,medium,0,5.724,8
94,6.24,6.05,3,No,0,1,4,medium,0,4.296,5
107,7.04,6.6,3,No,9,7,5,medium,0,4.616,21
110,7.58,7.4,8,No,7,7,3,medium,0,7.832,17
87,8.73,8.64,4,No,8,2,1,high,0,5.892,11
101,5.61,6.03,10,No,5,5,2,medium,0,8.244,12
69,6.11,5.69,2,No,4,9,2,low,0,3.644,15
121,6.9,7.18,5,Yes,8,3,3,medium,1,5.76,14
92,6.8,6.7,2,No,3,8,2,medium,0,3.92,13
100,6.96,7.27,10,Yes,0,4,4,medium,1,8.784,8
95,8.97,8.98,8,No,10,3,0,high,0,8.388,13
117,6.62,6.16,3,Yes,6,2,2,medium,1,4.448,10
57,7.51,7.96,2,No,0,9,0,high,0,4.204,9
99,8.12,7.7,3,No,8,5,1,high,0,5.048,14
98,6.16,6.26,3,Yes,3,9,1,medium,1,4.264,13
93,8.59,8.97,1,No,2,8,2,high,0,4.036,12
125,7.74,7.32,3,No,3,3,1,medium,0,4.896,7
86,7.23,7.28,3,Yes,0,4,2,medium,1,4.692,6
111,9.05,9.37,4,No,5,6,0,high,0,6.0200000000000005,11
105,6.22,6.71,8,No,6,10,3,medium,0,7.288,19
118,9.42,9.64,9,No,6,5,2,high,0,9.168,13
89,7.81,7.59,1,No,4,10,5,high,0,3.724,19
89,8.05,8.25,1,Yes,9,10,3,high,1,3.8200000000000007,22
116,9.38,9.59,6,No,9,3,0,high,0,7.352,12
106,9.09,9.29,1,No,4,5,0,high,0,4.236,9
76,8.01,8.36,5,No,5,5,3,high,0,6.204000000000001,13
91,8.77,8.36,1,No,9,9,5,high,0,4.108,23
105,7.17,6.78,8,No,7,4,2,medium,0,7.668,13
112,7.74,7.88,5,No,8,8,3,high,0,6.096,19
89,5.31,5.76,6,Yes,5,4,2,low,1,5.724,11
56,5.45,5.42,4,Yes,2,10,5,low,1,4.58,17
107,9.15,9.61,8,No,5,2,2,high,0,8.46,9
81,5.3,5.74,9,No,3,3,3,low,0,7.52,9
69,5.85,6.25,9,Yes,3,4,0,medium,1,7.739999999999999,7
57,8.98,9.39,1,No,10,8,4,high,0,4.192,22
112,5.01,5.41,7,No,10,9,1,low,0,6.204000000000001,20
101,6.41,6.73,4,Yes,6,6,4,medium,1,4.964,16
96,7.92,8.11,10,No,5,8,0,high,0,9.168,13
120,7.98,7.5,8,No,7,10,1,medium,0,7.992,18
109,8.89,8.52,7,No,10,5,5,high,0,7.756,20
124,7.53,7.16,1,Yes,7,5,5,medium,1,3.6120000000000005,17
79,7.55,7.07,1,Yes,2,8,3,medium,1,3.62,13
99,8.63,8.25,1,No,10,4,4,high,0,4.0520000000000005,18
75,7.49,7.91,2,No,3,3,2,high,0,4.196000000000001,8
96,8.04,8.2,10,Yes,1,10,0,high,1,9.216,11
96,9.49,9.3,2,No,0,2,0,high,0,4.996,2
109,7.01,7.3,9,No,6,8,5,medium,0,8.204,19
100,6.93,6.92,5,No,7,5,0,medium,0,5.772,12
109,5.02,4.66,1,No,7,6,5,low,0,2.608,18
110,8.07,8.45,7,Yes,5,9,4,high,1,7.428000000000001,18
132,5.15,4.99,10,No,6,3,2,low,0,8.06,11
95,7.52,7.72,2,No,7,4,4,high,0,4.208,15
85,9.02,8.81,3,Yes,3,2,2,high,1,5.4079999999999995,7
103,7.75,7.75,4,No,7,6,1,high,0,5.5,14
87,6.35,6.67,3,Yes,5,9,3,medium,1,4.34,17
122,8.93,8.59,3,No,6,2,5,high,0,5.372,13
95,6.35,6.83,9,No,9,5,0,medium,0,7.9399999999999995,14
91,8.67,8.24,4,No,6,10,2,high,0,5.868,18
92,8.05,8.08,8,Yes,7,1,4,high,1,8.02,12
110,5.85,6.27,1,No,10,4,5,medium,0,2.94,19
97,9.53,9.98,6,No,4,8,5,high,0,7.411999999999999,17
90,6.0,5.73,1,No,1,3,5,low,0,3.0000000000000004,9
124,9.95,9.59,5,Yes,7,4,4,high,1,6.98,15
87,5.04,5.26,7,Yes,0,2,0,low,1,6.216,2
100,6.32,5.86,1,Yes,1,9,0,low,1,3.1280000000000006,10
109,6.0,5.99,9,Yes,4,5,0,low,1,7.8,9
75,5.07,5.37,9,Yes,3,3,1,low,1,7.427999999999999,7
107,8.66,8.72,6,No,10,10,3,high,0,7.064,23
84,8.47,8.16,2,Yes,1,7,5,high,1,4.588,13
112,8.96,8.95,2,No,3,1,2,high,0,4.784000000000001,6
85,6.28,6.7,9,Yes,6,9,0,medium,1,7.912,15
110,7.22,7.34,4,No,4,7,2,medium,0,5.288,13
116,8.3,8.52,6,No,3,1,4,high,0,6.92,8
112,7.2,7.04,10,Yes,1,4,3,medium,1,8.88,8
103,8.49,8.18,2,Yes,1,7,3,high,1,4.596,11
96,8.17,7.93,4,Yes,0,4,2,high,1,5.668,6
91,5.57,5.6,2,No,9,7,4,low,0,3.428,20
122,8.91,8.69,3,No,5,3,4,high,0,5.364,12
89,8.6,8.64,2,No,5,4,1,high,0,4.64,10
84,8.28,8.49,8,Yes,3,3,5,high,1,8.112,11
109,5.78,6.01,5,No,8,4,0,medium,0,5.312,12
88,6.34,6.0,5,No,3,10,4,low,0,5.536,17
85,6.97,7.22,8,Yes,2,3,0,medium,1,7.588,5
78,6.4,6.57,8,Yes,10,10,0,medium,1,7.36,20
92,6.14,5.65,7,Yes,9,10,2,low,1,6.656000000000001,21
98,9.03,8.59,5,No,8,5,5,high,0,6.612,18
103,8.19,8.34,7,No,0,4,0,high,0,7.476,4
114,7.83,7.71,1,Yes,1,3,2,high,1,3.732,6
107,6.13,5.78,3,No,0,5,3,low,0,4.252,8
97,9.59,9.13,3,Yes,6,10,4,high,1,5.636,20
97,5.96,5.62,2,Yes,0,9,2,low,1,3.5839999999999996,11
107,8.97,9.43,6,No,10,1,1,high,0,7.188000000000001,12
119,9.83,10.06,3,Yes,10,4,2,,1,5.732,16
101,8.64,8.67,4,Yes,0,7,0,high,1,5.856,7
92,9.96,10.4,3,No,5,4,1,,0,5.784000000000001,10
85,8.26,8.38,7,Yes,5,8,5,high,1,7.5040000000000004,18
78,6.09,6.32,4,Yes,10,7,0,medium,1,4.836,17
109,6.02,5.8,5,No,4,5,1,low,0,5.4079999999999995,10
108,6.62,6.71,7,No,3,10,2,medium,0,6.848000000000001,15
108,5.04,4.68,4,No,7,4,0,low,0,4.416,11
98,8.41,8.31,6,No,2,8,2,high,0,6.964,12
121,6.34,5.87,9,Yes,0,1,4,low,1,7.936,5
92,9.08,8.8,6,Yes,0,2,5,high,1,7.231999999999999,7
114,6.8,6.37,5,No,4,5,1,medium,0,5.720000000000001,10
99,7.4,7.29,1,Yes,2,10,3,medium,1,3.5600000000000005,15
90,9.83,10.17,8,No,2,7,5,,0,8.732,14
108,6.21,6.09,5,Yes,10,9,3,medium,1,5.484,22
106,8.61,8.94,5,No,1,3,2,high,0,6.444,6
105,8.78,8.94,3,No,8,5,1,high,0,5.311999999999999,14
101,6.1,6.11,10,No,10,2,1,medium,0,8.44,13
99,7.5,7.24,2,No,5,6,2,medium,0,4.2,13
135,6.75,7.17,1,No,6,6,3,medium,0,3.3000000000000003,15
117,8.86,8.41,9,No,1,4,5,high,0,8.943999999999999,10
110,8.11,8.3,5,No,10,2,4,high,0,6.244,16
101,7.38,7.5,10,No,0,8,5,medium,0,8.952,13
115,8.9,8.84,4,No,7,8,3,high,0,5.960000000000001,18
107,6.18,5.92,7,Yes,9,1,0,low,1,6.672000000000001,10
100,8.77,8.7,4,Yes,3,2,3,high,1,5.9079999999999995,8
95,9.33,9.7,2,Yes,8,4,0,high,1,4.932,12
98,9.39,9.73,9,No,8,1,0,high,0,9.155999999999999,9
52,8.92,9.36,8,No,10,6,4,high,0,8.368,20
103,7.04,6.85,4,No,3,2,4,medium,0,5.216,9
92,9.91,9.8,8,No,9,3,5,high,0,8.764,17
123,6.9,6.42,9,No,2,9,3,medium,0,8.16,14
100,8.19,8.63,2,Yes,4,7,5,high,1,4.476,16
82,5.81,5.64,4,No,5,4,2,low,0,4.724,11
99,9.9,9.8,6,No,9,10,3,high,0,7.5600000000000005,22
84,8.52,8.93,7,No,3,1,4,high,0,7.6080000000000005,8
107,8.77,8.8,5,Yes,0,4,5,high,1,6.508,9
104,5.33,5.4,10,No,6,10,0,low,0,8.132,16
114,8.82,8.5,10,No,4,6,0,high,0,9.528,10
88,8.87,8.87,7,No,1,8,2,high,0,7.748,11
100,8.36,8.78,4,No,10,9,3,high,0,5.744,22
79,6.46,6.52,8,Yes,8,4,2,medium,1,7.384,14
110,7.45,7.21,3,Yes,7,6,2,medium,1,4.78,15
107,5.55,5.08,3,No,9,2,3,low,0,4.02,14
107,7.36,7.2,5,Yes,6,2,1,medium,1,5.944000000000001,9
100,6.22,6.29,6,Yes,8,6,3,medium,1,6.087999999999999,17
106,6.75,6.29,3,No,9,9,2,medium,0,4.5,20
124,5.81,5.92,10,No,1,3,5,low,0,8.324,9
95,6.15,6.17,2,No,2,4,1,medium,0,3.66,7
102,5.38,5.66,5,No,8,9,5,low,0,5.152,22
83,9.6,9.13,10,No,5,9,2,high,0,9.84,16
86,7.65,7.93,6,Yes,1,5,2,high,1,6.66,8
101,6.98,7.0,3,No,5,9,2,medium,0,4.5920000000000005,16
116,7.68,7.55,7,No,4,5,5,high,0,7.272,14
96,8.14,8.61,3,No,9,5,0,high,0,5.056,14
96,9.61,9.27,2,Yes,4,7,3,high,1,5.044,14
93,5.89,5.93,10,No,4,6,4,low,0,8.356,14
91,6.48,6.3,4,No,1,10,0,medium,0,4.992000000000001,11
104,9.88,9.91,3,No,5,7,3,high,0,5.752000000000001,15
77,6.86,6.91,7,No,6,10,0,medium,0,6.944000000000001,16
119,5.11,4.7,8,No,8,2,3,low,0,6.843999999999999,13
90,5.74,5.9,3,No,4,9,1,low,0,4.096,14
110,5.13,5.26,6,Yes,10,6,5,low,1,5.651999999999999,21
80,9.95,10.22,1,Yes,10,9,4,,1,4.58,23
110,6.39,5.98,5,No,4,1,1,low,0,5.556,6
110,9.62,9.42,2,Yes,8,2,1,high,1,5.048,11
105,9.98,10.13,1,No,5,7,3,,0,4.5920000000000005,15
85,8.0,7.64,7,No,6,2,2,high,0,7.4,10
103,5.17,5.35,10,Yes,3,6,5,low,1,8.068,14
82,5.41,4.97,4,Yes,3,2,2,low,1,4.564,7
96,7.41,7.24,5,No,0,10,2,medium,0,5.964,12
115,7.03,7.38,2,Yes,10,5,2,medium,1,4.0120000000000005,17
111,8.03,8.3,8,Yes,4,6,5,high,1,8.012,15
100,7.19,7.33,10,No,1,7,4,medium,0,8.876000000000001,12
85,9.67,10.04,3,No,4,1,1,,0,5.668,6
109,7.67,7.88,7,No,4,2,0,high,0,7.268000000000001,6
100,8.47,8.49,1,No,3,2,4,high,0,3.9880000000000004,9
65,9.48,9.96,10,Yes,9,1,5,high,1,9.792,15
111,5.73,5.92,1,Yes,8,3,3,low,1,2.8920000000000003,14
99,6.15,6.25,7,Yes,4,6,4,medium,1,6.66,14
118,5.54,5.45,1,No,5,9,4,low,0,2.8160000000000003,18
83,5.7,6.1,9,No,0,3,5,medium,0,7.68,8
52,7.56,7.36,9,No,4,3,3,medium,0,8.424,10
104,6.61,6.12,8,Yes,8,2,0,medium,1,7.444,10
104,7.12,6.82,8,Yes,10,2,1,medium,1,7.648,13
74,9.91,9.52,4,Yes,5,7,4,high,1,6.364000000000001,16
85,5.78,5.6,4,No,8,4,3,low,0,4.712,15
141,7.7,8.03,5,No,3,6,3,high,0,6.08,12
95,5.49,5.64,9,No,1,8,0,low,0,7.596,9
110,6.59,6.26,3,No,8,5,4,medium,0,4.436,17
90,7.64,7.93,4,No,3,3,3,high,0,5.4559999999999995,9
68,9.73,9.73,10,No,10,2,5,high,0,9.892,17
97,6.96,6.97,5,Yes,1,6,5,medium,1,5.784000000000001,12
96,5.32,5.18,7,Yes,0,8,0,low,1,6.328,8
94,6.94,7.3,5,No,1,10,0,medium,0,5.776,11
98,5.73,5.55,9,No,4,4,3,low,0,7.692,11
103,6.15,5.74,6,Yes,2,2,3,low,1,6.0600000000000005,7
97,8.09,7.89,3,Yes,5,3,4,high,1,5.036,12
81,5.34,5.56,6,Yes,3,3,4,low,1,5.736,10
107,7.32,7.48,6,Yes,1,9,1,medium,1,6.5280000000000005,11
70,8.05,7.74,10,No,6,10,3,high,0,9.22,19
69,7.11,6.72,1,No,10,4,2,medium,0,3.4440000000000004,16
111,5.1,5.26,7,No,5,6,5,low,0,6.24,16
107,9.93,10.11,3,Yes,7,9,2,,1,5.772,18
99,6.84,6.71,1,No,9,10,5,medium,0,3.3360000000000003,24
79,8.89,9.23,1,No,4,8,1,high,0,4.156000000000001,13
89,6.63,7.11,5,No,2,9,3,medium,0,5.652,14
96,7.38,7.09,10,Yes,3,6,0,medium,1,8.952,9
76,6.94,7.02,10,No,4,2,5,medium,0,8.776,11
88,6.71,6.22,2,No,4,5,2,medium,0,3.8840000000000003,11
109,5.11,5.32,2,No,5,10,4,low,0,3.2439999999999998,19
121,6.8,6.71,4,No,8,3,2,medium,0,5.12,13
93,9.45,9.14,10,Yes,3,3,3,high,1,9.78,9
111,8.45,8.7,7,Yes,6,10,5,high,1,7.58,21
71,5.73,6.04,8,Yes,6,1,2,medium,1,7.0920000000000005,9
109,7.96,7.57,10,Yes,5,4,1,high,1,9.184000000000001,10
87,9.46,9.0,7,Yes,0,7,4,high,1,7.984000000000001,11
104,8.5,8.33,9,Yes,8,3,1,high,1,8.8,12
96,5.74,5.87,7,No,5,7,0,low,0,6.496,12
119,9.34,9.63,4,No,2,6,0,high,0,6.136,8
86,6.51,6.56,9,No,10,1,0,medium,0,8.004,11
109,7.27,7.35,9,Yes,1,5,0,medium,1,8.308,6
95,7.63,7.93,3,Yes,2,6,3,high,1,4.852,11
97,9.25,9.28,10,Yes,10,9,3,high,1,9.7,22
97,9.66,9.77,8,No,0,10,3,high,0,8.664,13
87,9.65,9.67,1,Yes,2,6,1,high,1,4.46,9
99,5.04,5.42,2,Yes,4,8,1,low,1,3.216,13
99,9.61,9.35,8,Yes,3,2,2,high,1,8.644,7
103,5.27,5.03,8,No,9,1,4,low,0,6.9079999999999995,14
101,6.33,5.96,6,No,0,1,1,low,0,6.132,2
111,7.57,7.89,8,Yes,4,7,2,high,1,7.828,13
113,7.4,7.31,8,No,2,8,0,medium,0,7.76,10
84,8.02,7.87,2,No,9,8,0,high,0,4.408,17
113,7.4,7.88,3,Yes,10,3,1,high,1,4.76,14
82,9.67,10.1,7,No,6,5,3,,0,8.068000000000001,14
108,6.2,6.67,3,Yes,9,7,2,medium,1,4.28,18
109,6.37,6.01,2,No,10,9,5,medium,0,3.748,24
71,9.6,9.99,6,No,7,5,4,high,0,7.4399999999999995,16
101,5.38,5.21,2,No,4,4,2,low,0,3.3520000000000003,10
92,8.05,7.56,2,Yes,9,4,3,high,1,4.420000000000001,16
88,8.41,8.3,2,No,7,6,5,high,0,4.564,18
120,7.53,7.54,4,No,5,9,3,high,0,5.412000000000001,17
90,8.47,8.08,7,No,5,1,1,high,0,7.588000000000001,7
87,5.86,5.9,6,No,4,1,3,low,0,5.944,8
101,9.26,9.58,5,Yes,10,1,3,high,1,6.704000000000001,14
110,5.7,5.58,4,Yes,9,4,4,low,1,4.68,17
97,7.0,6.85,2,No,5,4,3,medium,0,4.0,12
117,5.38,5.22,8,Yes,0,8,5,low,1,6.952,13
107,7.73,8.15,2,Yes,7,5,0,high,1,4.292000000000001,12
67,8.35,7.9,8,No,4,10,3,high,0,8.14,17
92,9.71,9.66,10,Yes,7,4,0,high,1,9.884,11
91,8.7,8.46,4,No,2,8,4,high,0,5.88,14
107,7.71,8.1,5,No,9,7,5,high,0,6.084,21
60,9.66,9.26,1,No,5,6,1,high,0,4.464,12
138,7.39,7.3,2,No,0,2,0,medium,0,4.156,2
107,7.81,7.72,8,No,0,5,1,high,0,7.9239999999999995,6
102,7.98,8.37,1,No,3,2,5,high,0,3.7920000000000003,10
117,7.05,6.77,3,Yes,9,6,5,medium,1,4.62,20
135,9.19,9.33,2,No,5,9,5,high,0,4.876,19
113,5.93,5.56,10,No,2,9,5,low,0,8.372,16
114,7.77,8.22,5,No,10,6,1,high,0,6.1080000000000005,17
101,8.61,8.7,4,Yes,10,4,0,high,1,5.843999999999999,14
97,9.52,9.65,4,Yes,4,10,2,high,1,6.208,16
92,9.42,9.35,4,No,9,9,3,high,0,6.168,21
87,7.54,7.38,4,No,10,5,4,medium,0,5.416,19
89,8.22,7.93,4,No,3,8,5,high,0,5.688000000000001,16
79,6.97,7.07,6,No,9,9,1,medium,0,6.388,19
98,7.34,7.79,2,Yes,2,5,2,high,1,4.136,9
74,9.53,9.39,4,Yes,8,6,1,high,1,6.212,15
102,9.65,10.03,7,No,3,4,2,,0,8.06,9
99,9.48,9.13,7,Yes,9,1,4,high,1,7.992000000000001,14
102,5.69,6.13,1,Yes,6,1,2,medium,1,2.8760000000000003,9
92,9.25,9.1,10,No,4,5,4,high,0,9.7,13
146,9.74,9.62,9,No,6,3,3,high,0,9.296,12
120,6.81,6.77,7,Yes,4,7,5,medium,1,6.924,16
81,7.59,7.81,6,No,2,4,5,high,0,6.635999999999999,11
103,8.9,9.12,2,No,5,4,5,high,0,4.760000000000001,14
90,7.81,7.79,6,No,8,4,2,high,0,6.724,14
84,9.97,9.99,5,No,5,6,5,high,0,6.988,16
79,7.28,6.81,9,No,3,9,1,medium,0,8.312,13
106,8.57,8.37,1,No,0,9,3,high,0,4.0280000000000005,12
89,8.96,8.81,5,Yes,2,5,1,high,1,6.5840000000000005,8
114,7.47,7.53,3,No,2,8,1,high,0,4.788,11
114,9.28,9.34,9,Yes,1,4,3,high,1,9.111999999999998,8
120,7.73,7.94,1,Yes,9,8,3,high,1,3.6920000000000006,20
87,7.06,7.28,6,Yes,1,10,4,medium,1,6.4239999999999995,15
107,5.54,5.28,3,Yes,7,9,2,low,1,4.016,18
109,6.97,7.24,1,No,7,8,4,medium,0,3.3880000000000003,19
92,8.67,8.19,3,Yes,2,8,0,high,1,5.268,10
88,9.61,9.83,2,Yes,3,9,0,high,1,5.044,12
124,6.26,5.86,10,Yes,4,10,4,low,1,8.504,18
103,6.78,7.01,8,Yes,10,8,4,medium,1,7.5120000000000005,22
109,5.77,5.8,3,Yes,8,4,2,low,1,4.108,14
87,8.45,8.39,7,Yes,4,5,3,high,1,7.58,12
81,9.8,9.99,10,No,10,10,0,high,0,9.92,20
91,8.2,7.74,6,Yes,5,6,3,high,1,6.879999999999999,14
98,8.09,7.81,7,No,6,5,1,high,0,7.436,12
84,7.77,7.89,7,No,10,9,1,high,0,7.308,20
99,5.44,5.79,10,Yes,1,2,3,low,1,8.176,6
74,8.65,8.53,1,Yes,3,6,1,high,1,4.0600000000000005,10
83,8.01,7.77,4,No,5,10,0,high,0,5.604,15
110,8.31,8.33,4,No,3,2,0,high,0,5.724,5
109,9.49,9.61,5,No,4,8,1,high,0,6.796,13
94,8.92,8.84,10,Yes,2,8,0,high,1,9.568,10
84,8.9,9.28,5,Yes,1,5,1,high,1,6.5600000000000005,7
84,9.64,9.66,8,Yes,0,10,2,high,1,8.656,12
94,9.95,9.49,4,No,2,8,2,high,0,6.38,12
109,7.91,7.63,1,No,9,5,3,high,0,3.7640000000000002,17
113,5.54,5.49,5,No,8,4,1,low,0,5.216,13
92,7.3,7.5,1,No,0,9,2,medium,0,3.52,11
82,8.94,8.66,3,No,7,8,2,high,0,5.3759999999999994,17
104,5.14,5.62,8,Yes,4,4,0,low,1,6.856,8
87,5.28,5.1,10,Yes,3,2,3,low,1,8.112,8
92,5.34,5.37,5,No,4,2,3,low,0,5.136,9
119,8.66,8.18,7,No,10,2,2,high,0,7.664000000000001,14
112,7.51,7.89,1,No,6,10,2,high,0,3.604,18
102,6.84,7.13,6,Yes,7,8,3,medium,1,6.336,18
80,5.53,5.23,8,No,1,6,5,low,0,7.0120000000000005,12
103,8.66,9.09,6,No,5,1,0,high,0,7.064,6
115,6.61,6.43,4,No,3,10,4,medium,0,5.0440000000000005,17
94,6.33,6.52,8,No,7,4,0,medium,0,7.332,11
120,8.26,8.58,8,Yes,3,3,4,high,1,8.104,10
119,7.8,8.04,6,No,2,10,3,high,0,6.72,15
124,6.81,7.23,8,No,4,7,3,medium,0,7.524,14
104,8.21,8.57,6,No,3,10,3,high,0,6.884,16
108,6.36,6.85,4,Yes,4,5,1,medium,1,4.944000000000001,10
121,8.97,8.65,6,No,8,1,1,high,0,7.188000000000001,10
106,6.15,5.95,9,No,10,6,1,low,0,7.859999999999999,17
92,5.79,5.93,8,Yes,2,4,3,low,1,7.116,9
93,8.91,9.14,7,Yes,1,10,2,high,1,7.764,13
103,8.54,8.57,5,No,1,6,3,high,0,6.416,10
80,5.91,5.48,7,No,8,7,4,low,0,6.564,19
97,5.58,5.92,1,No,6,9,0,low,0,2.8320000000000003,15
116,9.19,9.65,8,Yes,9,1,5,high,1,8.475999999999999,15
67,8.88,8.79,5,Yes,3,6,4,high,1,6.5520000000000005,13
123,6.64,6.36,7,No,5,8,0,medium,0,6.856,13
116,8.29,7.81,7,Yes,9,4,4,high,1,7.516,17
93,5.62,5.36,8,Yes,5,10,0,low,1,7.048,15
108,7.54,7.74,7,Yes,2,9,5,high,1,7.216,16
100,5.09,5.5,6,Yes,8,4,2,low,1,5.635999999999999,14
118,6.96,6.55,6,No,3,4,0,medium,0,6.384,7
114,5.37,5.42,5,No,0,9,3,low,0,5.148,12
78,7.38,7.58,5,No,1,4,4,high,0,5.952,9
108,7.11,6.89,4,No,4,9,1,medium,0,5.244,14
96,7.22,7.29,7,No,7,1,2,medium,0,7.088,10
101,5.23,5.45,3,Yes,6,8,5,low,1,3.892,19
